sentence,hate,category
আল্লাহ সবাইকে হেদায়েত দান করুন সবাই হুযুকে বাজ্ঞালি লাফায় জেনে সবাই খারাপ রা ই রাজত্ব ভুলের মাঝে থাকি আল্লাহ সঠিক বিচার,0,crime
ই ভালো লাগলো অই লোক টা সত্ত হজরত শাহজালাল রহঃ মাজারের আশেপাশে পুলিশ চেক খানে আসলেই গাজা খাওয়া হয়না মাজারে দারিয়ে জিয়ারত মাজার কমিটি এছাড়াও কন নংরা পাগল ঢুকতে ,0,religion
ভিডিও প্রকাশ,0,crime
পকিন্নির বাচ্চা,0,entertainment
নদীর নাভীর হুলাক টা সেরকম,1,entertainment
শালা বাইনচুদ বড় বন্ডা খালেদ সাইফুল্লাহ বন্ড শালা তরে পাইলে জুতা পিটা করতাম,1,religion
কুত্তার বাচ্চা কয় রংপুর আরে নীলফামারী কইতে লজ্জা লাগে,1,entertainment
সালা বেবোহার সিখেনাই ফোকিনির পোলা লুইচা মাগির জি,1,entertainment
মিন্নি অবশ্যই বিষয়ে জানে বলছি মিন্নি রিমান্ডে প্রতিবাদ জানাই,0,crime
সাধনাকে বেশ্যা পাড়ার সর্দারানী কুলাঙ্গার কু চরিত্রের ডি সি সাধনার বডি গার্ড নিয়োগ দেয়া,1,crime
পাপনা মাগিরপুত নাটক করিস মা হাসিনা পলানোর পথ পাবি ইনশাআল্লাহ,1,sports
ক্রিকেট চোক ফাইজলামি সালার ভারত সফরের পূর্বে এইসব নাটক প্রথমত বড়ভাই ভারতকে খুশি দ্বিতীয়ত পাপনের দাদাগিরি দেখলাম ক্রিকেট হইবো,0,sports
গুলা ওনার মুরিদ গাঁজা মদ হিরোইন খেয়ে ওয়াজ শুনতে,0,religion
পাপন্দা ভরপুর টাকা খেয়েছেআইসিসি সাকিবকে সিরিজ বাদ টাকা খাইছে,0,sports
ইন্ডিয়ান হতিস এতো আগুনে পুড়িয়ে হত্যা করতুম,1,"Meme, TikTok and others"
চোদা খাবে মেয়ে মহিলারা আছো চোদার পাগল মেয়ে মহিলারা যোগাযোগ করো চুদে মজা থাকি ফোনে ইমুতে রিয়েলে চুদি ভোদার রস বের দিবো চাইবে চুদবো গোপন খতি মজা দিবে মজা নিবে মেয়ে মহিলারা মজা কল মি ইমু,1,entertainment
ভাইয়া আসসালামুয়ালাইকুম একটু সাবধান জামানা ভাল ,0,religion
আসামি গুলাকে আগুন দিয়া মারলে ভালো হইতো নির্মম জিবিত মেয়েটা আগুন দিয়া হত্যা করলো,0,crime
শালায় দেখলেতো করবেই,1,entertainment
যতদিন আছি সুযোগ,0,sports
সরকারি উচ্ছিষ্টভোগী ভুয়া চেতনাধারী ওপারের দাদা বাবুদের দালাল আন্দোলন ফলপ্রসূ হবার গর্ত বের,1,celebrity
শাবনুর আপুর অভিনয় কার কার ভালো লাগে ,0,entertainment
কুএালিগ সখানেই গেওগেউ,1,politics
পারলে একজবানের জমিদার মবি ,0,entertainment
বেয়াদব মহিলা জঘন্য ঘরে সামি সন্তান আকাম বেরাই,1,crime
এখানের সবাইকে বন্ডবলা হবেনা,0,religion
সুন্দর ছবি শেষের চোখে পানি পড়েছে,0,entertainment
