sentence,hate,category
পাপন বাংলাদেশ ক্রিকেটকে ধ্বংস করে দাফন করে ছাড়বে সবাই মিলে পাপনরুগ তাড়াতে হবে,0,sports
উপস্থাপকঃ ভাইয়া আপনাকে অনেক অনেক ধন্যবাদ এই ধরনের বেয়াদবদের কে এভাবে অপমান করা দরকার আপনি অপমান করলেন উনি তো একটুও বোধ করলেন না যে উনি অপমান হইছে ওনাদের স্থান পতিতালয় হওয়া উত্তম ফালতু লোক কেন আপনারা মিডিয়ার সামনে নিয়ে আসেন যাদের কোন লাজ লজ্জা শরম ইয়া জ্ঞান বোধ কোন কিছু নেই তারা কেন আপনাদের মিডিয়ায় আসে আপনার কথা গুলো অনেক ভালো লাগছে ভাইয়া আপনাকে অনেক অনেক ধন্যবাদ,1,entertainment
নারিদের হাতে এত অধিকার দেওয়া টিক না আর দিলে আউট তাকেই কবর লওয়া টা কোবি দরকারি তা না হলে জীবণে পছতাবেন ।,0,entertainment
ভাল লাগার মত একটি র্শটফিল্ম- সবাইকে দেখার অনুরোধ রইল,0,entertainment
ধন্যবাদ তাহসিন ভাই খুব সুন্দর ভাবে উপস্থাপন করেছেন 🙂☺,0,sports
মেয়েটাকে তো রেপ করেনাই মেয়ে ইচ্চে করে খেলা দিছে এমন ইচ্চে করে খেলা দিলে কে ছেড়ে দিবে আমার তো মনে হয় এই কুত্তার বাচ্চার কোনো দোষ নাই😏,1,crime
এ রেন্ডির মাইয়াডার যেন ফাঁসি হয় এই শালী এই ছেলেটা কে মারিয়েছে এই মেয়েটা যেন বাঁচতে নাম্বারে রিফাত খুনের মেইন আসামি হল এই মেয়েটাই,1,crime
চােখের পানি ধরে রাখতে পারলামনা,0,entertainment
দালালল মাগির পোয়াপাপন্নের মারে চুদভাই তুই খেলা ছাড়ি দে খেলার মারে চুদতুমার কাছে কি টাকার অভাব আছেব্যবসা কর যাপাপন্নে আর পাপন্নের বউ খেলক।,1,sports
সাকিব এর কাছে এর মাফ চাইতে হবে,0,sports
নাটক টা অনেক সুন্দর।।।।।তাহসান ভাইয়ের অভিনয়টা অনেক ভাল লাগছে,0,entertainment
পাপ ছারেনা বাপ রেও,0,crime
